Category,Match_Score,Extracted_Skills
FINANCE,1.3205139240546213,['excel']
CHEF,1.320116361932545,"['excel', 'communication']"
ADVOCATE,1.3185250957346233,"['communication', 'leadership']"
FITNESS,1.3175474949545976,"['excel', 'communication']"
AGRICULTURE,1.3165248887702639,"['excel', 'communication']"
DIGITAL-MEDIA,1.3163591498681089,"['communication', 'leadership']"
HEALTHCARE,1.3153827145264736,"['excel', 'communication', 'leadership']"
FINANCE,1.3136151532879035,['excel']
AVIATION,1.3125597052927762,[]
ARTS,1.3120098712334316,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.309851629493128,['excel']
ACCOUNTANT,1.3051015145225195,['excel']
PUBLIC-RELATIONS,1.303599668662853,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.3002884620199031,[]
APPAREL,1.2989276355483574,"['communication', 'leadership']"
BANKING,1.2976690683774221,['leadership']
AVIATION,1.2976179769187524,"['excel', 'communication']"
TEACHER,1.2969763465633795,['excel']
FITNESS,1.294088100200309,"['excel', 'leadership']"
ADVOCATE,1.293919564039298,"['excel', 'communication']"
FITNESS,1.2937053153085656,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.2931602267035351,"['excel', 'leadership']"
FITNESS,1.2912906851680377,"['communication', 'leadership']"
SALES,1.2910630476187315,"['excel', 'communication', 'leadership']"
HR,1.2901928576270907,"['excel', 'communication', 'leadership']"
SALES,1.2894089385155096,"['excel', 'communication']"
AGRICULTURE,1.2878276173839434,['excel']
ACCOUNTANT,1.2871224663675318,['excel']
APPAREL,1.2850643684367569,"['excel', 'communication']"
ADVOCATE,1.2838355265395582,['excel']
PUBLIC-RELATIONS,1.2785132767867713,"['excel', 'communication']"
BANKING,1.2770188663482387,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,1.2757112654642762,"['excel', 'communication', 'react']"
FITNESS,1.2731791140313273,[]
CHEF,1.2729698806701735,"['excel', 'leadership']"
AVIATION,1.2726591906356246,"['excel', 'leadership']"
CONSTRUCTION,1.271624842934652,['excel']
APPAREL,1.2711558411442827,['communication']
CONSTRUCTION,1.2711048315417546,"['excel', 'communication', 'leadership']"
AVIATION,1.2708696462163702,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.2695263607911864,"['excel', 'communication', 'leadership']"
CHEF,1.2694988548425106,"['communication', 'leadership']"
CHEF,1.2690966222063071,[]
HEALTHCARE,1.2683803158137728,"['excel', 'communication', 'leadership']"
CHEF,1.268078261284317,['excel']
APPAREL,1.2645858355866002,[]
CONSULTANT,1.264269845019349,[]
FITNESS,1.2620920261583364,"['excel', 'communication']"
ADVOCATE,1.261344346069943,"['excel', 'leadership']"
SALES,1.2594221175935492,[]
ACCOUNTANT,1.2591548068436613,['communication']
HEALTHCARE,1.2565251624689977,"['excel', 'leadership']"
INFORMATION-TECHNOLOGY,1.2556156431084458,[]
DESIGNER,1.2541476874493305,"['communication', 'leadership']"
INFORMATION-TECHNOLOGY,1.254071838642218,['communication']
ENGINEERING,1.2515561881413582,"['leadership', 'data analysis']"
DESIGNER,1.2502751555327671,['communication']
HEALTHCARE,1.2483286339976276,"['excel', 'aws']"
HEALTHCARE,1.2464873953670632,"['excel', 'communication', 'data analysis']"
PUBLIC-RELATIONS,1.2443981119935936,"['excel', 'communication']"
APPAREL,1.2438848604376285,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.243050802639182,"['communication', 'leadership']"
HR,1.2417499155582679,"['excel', 'communication']"
CONSULTANT,1.2417007859895566,['aws']
FINANCE,1.2412888330374396,['leadership']
PUBLIC-RELATIONS,1.2404577633631886,['communication']
FITNESS,1.2393358703379667,['communication']
DESIGNER,1.2392305576300808,['excel']
TEACHER,1.2381706530504193,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.237739084111654,['communication']
AUTOMOBILE,1.2370733388678687,['excel']
ENGINEERING,1.234411200979558,['excel']
CHEF,1.2331478715136104,['communication']
INFORMATION-TECHNOLOGY,1.2317819429933141,"['communication', 'leadership']"
HEALTHCARE,1.2306010119661546,['communication']
DIGITAL-MEDIA,1.2303998936708713,['leadership']
CONSTRUCTION,1.2294821939734542,"['excel', 'communication']"
DESIGNER,1.2283346790806484,"['excel', 'communication', 'react']"
BANKING,1.2281456967389395,"['excel', 'leadership']"
DESIGNER,1.2279969573334026,['excel']
BANKING,1.227638885412864,"['excel', 'leadership']"
AVIATION,1.2211700633378855,"['excel', 'communication', 'leadership']"
CONSTRUCTION,1.2207944389030283,['excel']
HR,1.219192263680163,['excel']
FITNESS,1.2177436479332189,[]
CONSULTANT,1.2166113675831995,"['communication', 'leadership']"
INFORMATION-TECHNOLOGY,1.2155191337405962,['excel']
DIGITAL-MEDIA,1.2128526479934367,['communication']
CONSTRUCTION,1.2126004116434626,"['communication', 'leadership']"
DIGITAL-MEDIA,1.2115144885727274,"['excel', 'communication']"
ADVOCATE,1.2109870067643345,[]
BANKING,1.2103858831931231,"['excel', 'leadership']"
ENGINEERING,1.2099868531209472,"['excel', 'communication']"
ARTS,1.2056946980712686,[]
INFORMATION-TECHNOLOGY,1.2051591681492824,[]
ACCOUNTANT,1.2029523468909615,['excel']
BPO,1.2008196972100298,['excel']
FITNESS,1.1994486048875954,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.1978238060584205,['excel']
FITNESS,1.1942134130901152,['communication']
BUSINESS-DEVELOPMENT,1.1939716792647825,"['communication', 'leadership']"
ADVOCATE,1.193352994093216,"['aws', 'communication', 'leadership']"
ARTS,1.19182912151974,"['excel', 'communication']"
FINANCE,1.1876350816568106,"['excel', 'communication', 'leadership', 'data analysis']"
CHEF,1.1867633856884021,"['communication', 'leadership']"
AGRICULTURE,1.1856622330462203,['leadership']
SALES,1.1852448074640838,"['excel', 'communication']"
CONSTRUCTION,1.1845889438762567,"['excel', 'communication']"
FITNESS,1.1832228317150877,['excel']
BUSINESS-DEVELOPMENT,1.1812820596245948,"['excel', 'communication', 'leadership']"
FITNESS,1.1811308172159285,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.1810753683516861,['communication']
BANKING,1.1801630698660164,"['excel', 'communication', 'leadership']"
ENGINEERING,1.1792927608382866,"['excel', 'communication']"
ACCOUNTANT,1.1786542584281765,[]
CONSTRUCTION,1.1773587301709565,"['sql', 'excel', 'communication']"
HEALTHCARE,1.177313365611468,"['excel', 'communication']"
HEALTHCARE,1.1772089965601287,['communication']
ADVOCATE,1.1741390799092901,['excel']
CHEF,1.1735077073514664,"['excel', 'communication']"
CHEF,1.1733174238573092,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.1729788154849337,[]
BANKING,1.171998841342265,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.1695326689367425,"['communication', 'leadership', 'data analysis']"
ARTS,1.1686162336318404,"['excel', 'communication']"
HR,1.1679540723033355,"['excel', 'communication']"
ARTS,1.1676519748766168,"['excel', 'communication']"
CHEF,1.1661323142053523,['excel']
ADVOCATE,1.161126539555954,"['excel', 'aws', 'communication']"
PUBLIC-RELATIONS,1.1593641115360698,"['communication', 'leadership']"
ADVOCATE,1.159152823633299,"['excel', 'communication']"
HEALTHCARE,1.1587533007148325,"['communication', 'leadership']"
SALES,1.158202288941282,"['excel', 'communication', 'leadership']"
CHEF,1.1578885856971213,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.1574507016231705,['communication']
AVIATION,1.1559415570046399,[]
BANKING,1.155390727848214,"['excel', 'data analysis']"
ENGINEERING,1.1538527634273652,[]
BANKING,1.1538128982485942,"['excel', 'communication', 'leadership', 'react']"
INFORMATION-TECHNOLOGY,1.1492534934072214,['excel']
ENGINEERING,1.1477900436756239,"['excel', 'leadership']"
ARTS,1.1471959776226046,['leadership']
APPAREL,1.1444542710320633,"['excel', 'communication', 'leadership']"
APPAREL,1.1427759461351044,['communication']
BANKING,1.142386450452837,"['excel', 'communication']"
AVIATION,1.1372736786749513,"['excel', 'communication', 'leadership']"
FINANCE,1.136848966470211,"['excel', 'communication', 'leadership']"
HR,1.135730236119495,['leadership']
TEACHER,1.1352844134505138,['communication']
APPAREL,1.1340357750218604,"['communication', 'leadership']"
AVIATION,1.1329036419887866,"['excel', 'communication', 'leadership']"
HR,1.1313253941052708,[]
CONSULTANT,1.1297815362773476,['leadership']
FITNESS,1.1290339701356467,"['excel', 'communication', 'leadership']"
AGRICULTURE,1.1278596023145813,"['excel', 'communication', 'leadership']"
DESIGNER,1.1262842024074329,[]
BUSINESS-DEVELOPMENT,1.1261332864058,['excel']
ADVOCATE,1.125563632808164,"['excel', 'communication']"
ARTS,1.1249364530305013,"['excel', 'communication']"
FITNESS,1.1238532479568484,"['excel', 'communication']"
ADVOCATE,1.12340504529847,"['excel', 'communication']"
AGRICULTURE,1.1212006625867859,['excel']
PUBLIC-RELATIONS,1.1175297380294409,['communication']
HEALTHCARE,1.1153991523505227,"['excel', 'leadership']"
HEALTHCARE,1.1146301547947715,['communication']
ACCOUNTANT,1.1139808574614751,"['excel', 'communication']"
SALES,1.110324737535898,[]
SALES,1.1086810836380603,"['excel', 'communication', 'leadership']"
HR,1.1081362928498752,"['excel', 'communication']"
DIGITAL-MEDIA,1.1075155025685846,"['excel', 'communication', 'leadership']"
SALES,1.1071155055504789,"['excel', 'communication']"
BANKING,1.1062668018516713,"['excel', 'communication', 'leadership']"
AUTOMOBILE,1.1056664774138414,['excel']
AVIATION,1.1048927527912795,"['excel', 'communication']"
PUBLIC-RELATIONS,1.104127336059433,"['excel', 'communication']"
FINANCE,1.1037350788604043,"['excel', 'communication', 'leadership']"
DESIGNER,1.1032933248415981,"['excel', 'leadership']"
FITNESS,1.1022759463593612,['communication']
BUSINESS-DEVELOPMENT,1.1020647167435644,"['excel', 'communication', 'leadership']"
APPAREL,1.1006098800677695,"['excel', 'communication', 'leadership']"
FITNESS,1.0986680137479932,"['excel', 'communication']"
ENGINEERING,1.0973367403063647,['leadership']
TEACHER,1.0972170758939506,"['excel', 'communication']"
CONSTRUCTION,1.0969837208609656,"['excel', 'communication', 'leadership']"
BANKING,1.0951382455585836,['communication']
DESIGNER,1.0935726293634378,['excel']
CHEF,1.092996115105708,"['excel', 'leadership']"
BANKING,1.0905250454932,"['communication', 'leadership']"
ADVOCATE,1.0882249594122906,"['excel', 'communication']"
PUBLIC-RELATIONS,1.0877110364401124,"['excel', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,1.0865217812614434,"['excel', 'communication']"
CONSTRUCTION,1.086475627931687,[]
ENGINEERING,1.0847267544641386,['java']
CHEF,1.084459177312069,"['excel', 'communication', 'leadership']"
APPAREL,1.0823058909612775,['communication']
FITNESS,1.0815035012152059,"['excel', 'communication', 'leadership']"
CONSTRUCTION,1.0802751050702477,"['excel', 'communication']"
FINANCE,1.0788204635354632,[]
HR,1.0775901537592467,"['excel', 'communication']"
ACCOUNTANT,1.0759314785100758,['excel']
BUSINESS-DEVELOPMENT,1.0750873897465762,"['excel', 'communication', 'leadership']"
ACCOUNTANT,1.0749750910117053,[]
HR,1.0697330786093935,"['excel', 'communication']"
ADVOCATE,1.0688536953137344,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,1.0678772734211033,"['communication', 'leadership']"
AGRICULTURE,1.0667200802695649,"['excel', 'communication', 'leadership']"
AVIATION,1.0661492018002174,[]
AVIATION,1.064193878590625,"['communication', 'leadership']"
FINANCE,1.062596060514284,['communication']
APPAREL,1.0616829693503587,"['excel', 'communication']"
AVIATION,1.0612857543510439,"['communication', 'leadership']"
AGRICULTURE,1.0608508060959136,"['excel', 'communication', 'leadership']"
FINANCE,1.058614135510441,"['excel', 'leadership']"
FINANCE,1.0584886682002785,"['excel', 'communication']"
CHEF,1.0584173622120217,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,1.0578011150968707,"['excel', 'leadership']"
HEALTHCARE,1.054116435839764,['leadership']
BUSINESS-DEVELOPMENT,1.0537930190952498,"['excel', 'communication']"
AGRICULTURE,1.0532594723378523,"['excel', 'leadership', 'data analysis']"
AVIATION,1.0532162881475622,"['excel', 'communication', 'leadership']"
FITNESS,1.0527097212440584,['excel']
ENGINEERING,1.0509069868927805,"['excel', 'communication']"
HR,1.0505480489303876,"['excel', 'communication', 'leadership']"
FINANCE,1.0504175544480436,"['excel', 'communication']"
FITNESS,1.0498589143148607,"['excel', 'communication', 'leadership']"
ENGINEERING,1.0497796627556213,['leadership']
CONSTRUCTION,1.0491388142762166,[]
BUSINESS-DEVELOPMENT,1.0487659113318977,"['excel', 'communication']"
DESIGNER,1.0484527433896482,"['excel', 'communication']"
CHEF,1.044726945576015,"['excel', 'communication']"
SALES,1.0445712266561646,"['excel', 'communication']"
AVIATION,1.042734608448959,[]
ADVOCATE,1.0415341533320293,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,1.041186872036398,"['excel', 'communication']"
AUTOMOBILE,1.040894876057864,"['excel', 'aws', 'communication']"
HEALTHCARE,1.0367850631780438,['communication']
HR,1.0359157315716103,"['excel', 'aws', 'leadership']"
CONSTRUCTION,1.0356325893063376,"['excel', 'communication', 'leadership']"
HEALTHCARE,1.0336217193158497,"['excel', 'leadership']"
DESIGNER,1.032935439215239,"['excel', 'communication']"
FITNESS,1.0279576891439701,"['excel', 'communication']"
DESIGNER,1.026295627239493,"['excel', 'communication']"
AGRICULTURE,1.0238622338661398,"['excel', 'communication']"
DIGITAL-MEDIA,1.022560724416519,"['excel', 'leadership']"
ARTS,1.0203151415003855,['excel']
INFORMATION-TECHNOLOGY,1.0188477802070457,"['excel', 'communication']"
SALES,1.0178281670361171,['communication']
TEACHER,1.014873955056033,"['excel', 'communication']"
CONSTRUCTION,1.010802098222656,['excel']
HR,1.0098102506199933,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,1.0097181793030126,"['excel', 'communication', 'leadership']"
CONSULTANT,1.0096355866184776,"['excel', 'communication']"
DESIGNER,1.0084129102866037,"['excel', 'communication']"
FINANCE,1.0046796014792827,['excel']
APPAREL,1.0034047140112914,"['excel', 'leadership']"
BUSINESS-DEVELOPMENT,1.0015532957603723,"['excel', 'communication']"
HEALTHCARE,1.0015312274637522,"['excel', 'leadership']"
INFORMATION-TECHNOLOGY,1.0011700025577739,"['excel', 'communication']"
HR,1.0006312038405585,"['excel', 'communication', 'leadership']"
AVIATION,0.9983805737100039,[]
ACCOUNTANT,0.9975015461505483,"['excel', 'aws']"
CONSULTANT,0.9973358904342285,"['excel', 'communication', 'leadership']"
SALES,0.9969809125949028,"['excel', 'communication']"
FITNESS,0.9957954075397467,[]
ENGINEERING,0.9947129665735623,"['excel', 'communication']"
DESIGNER,0.993755187315769,[]
HEALTHCARE,0.9928557841477413,[]
CONSTRUCTION,0.9927898836065412,['communication']
SALES,0.9927499380254633,['excel']
DIGITAL-MEDIA,0.9921494792542472,"['excel', 'communication', 'leadership']"
ARTS,0.9916702366673333,"['excel', 'communication']"
CONSULTANT,0.9916218184793872,"['excel', 'communication']"
PUBLIC-RELATIONS,0.9916024418534246,"['excel', 'communication', 'leadership']"
DIGITAL-MEDIA,0.9905603516083858,"['excel', 'communication', 'leadership']"
HEALTHCARE,0.9887795215920249,"['excel', 'communication']"
ACCOUNTANT,0.9865648937534508,['excel']
CHEF,0.9845735720862614,[]
SALES,0.9842692093579821,"['excel', 'communication', 'leadership']"
CHEF,0.9828138354781782,"['excel', 'communication']"
FITNESS,0.9826514158670823,"['excel', 'communication']"
FITNESS,0.982434237873159,['communication']
SALES,0.9804943652242881,[]
DIGITAL-MEDIA,0.979887060352832,"['excel', 'communication']"
DIGITAL-MEDIA,0.9790795150903829,"['java', 'communication', 'leadership']"
INFORMATION-TECHNOLOGY,0.977022700688465,"['communication', 'leadership']"
CONSULTANT,0.976676955383907,"['excel', 'communication']"
PUBLIC-RELATIONS,0.9756765628410501,"['excel', 'communication', 'leadership']"
APPAREL,0.9754042355771289,"['excel', 'communication', 'leadership']"
FITNESS,0.9745130468958422,['communication']
DIGITAL-MEDIA,0.9741825512410216,"['excel', 'communication']"
CHEF,0.9710755233829736,[]
HR,0.9699919270983095,['excel']
DESIGNER,0.9698380057366648,[]
ADVOCATE,0.9693896608407195,"['excel', 'communication']"
HEALTHCARE,0.9692701712187505,"['excel', 'leadership']"
BANKING,0.9683570348559725,"['communication', 'leadership']"
DIGITAL-MEDIA,0.9679297628369903,"['sql', 'excel', 'communication']"
DESIGNER,0.9674610746183732,"['excel', 'communication']"
AVIATION,0.9671143769570185,"['communication', 'leadership']"
AVIATION,0.9670410051614879,[]
ACCOUNTANT,0.9665674621523417,['excel']
BANKING,0.9661579589846058,"['docker', 'leadership']"
BANKING,0.9661348014482245,"['excel', 'communication']"
AGRICULTURE,0.9657673971051948,"['communication', 'leadership']"
ARTS,0.9632933344493373,['leadership']
HR,0.9628495108966091,"['excel', 'communication']"
AGRICULTURE,0.9627977244492896,"['excel', 'communication', 'leadership']"
CONSTRUCTION,0.9626195025069882,"['communication', 'leadership']"
ACCOUNTANT,0.9610939756164288,['excel']
APPAREL,0.9598223300491567,['excel']
PUBLIC-RELATIONS,0.9597934635198084,"['communication', 'leadership']"
SALES,0.95909037470963,['excel']
CHEF,0.9575749868073358,['leadership']
CHEF,0.9568499935715933,['communication']
CONSTRUCTION,0.9562163484597463,[]
ARTS,0.9547082453611675,"['excel', 'leadership']"
BUSINESS-DEVELOPMENT,0.954306839282305,"['excel', 'communication']"
BANKING,0.9542019930156338,"['excel', 'communication', 'leadership']"
SALES,0.9541157594219634,[]
FITNESS,0.9519474673056385,[]
CONSTRUCTION,0.9513739068816914,[]
HEALTHCARE,0.9500242314335987,"['communication', 'leadership']"
FITNESS,0.9488211518404227,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.9479340889800857,"['java', 'excel', 'leadership']"
DESIGNER,0.9475329818800462,['excel']
DESIGNER,0.9451784668059601,['excel']
INFORMATION-TECHNOLOGY,0.9447834766215407,"['excel', 'communication']"
DESIGNER,0.9444814198982264,"['excel', 'communication']"
AVIATION,0.9438865357184991,[]
AGRICULTURE,0.9423410126309354,['excel']
BANKING,0.9396252982097307,['excel']
CHEF,0.936534009580059,['excel']
APPAREL,0.9361179621624335,"['excel', 'communication']"
SALES,0.9357335681962561,['leadership']
ACCOUNTANT,0.9355147958843633,['excel']
SALES,0.9353863094631178,"['excel', 'communication']"
CONSULTANT,0.9351297923595279,['excel']
PUBLIC-RELATIONS,0.9346841750681169,['communication']
HR,0.933875702453595,"['excel', 'leadership']"
AVIATION,0.9338104271116948,['communication']
FITNESS,0.9325622413937785,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.9323703775180507,"['excel', 'communication']"
CONSULTANT,0.9307459849823743,['excel']
CONSULTANT,0.9290445520029545,"['communication', 'leadership']"
CHEF,0.9278588907875633,[]
PUBLIC-RELATIONS,0.9272603457888325,['communication']
SALES,0.9256545887360558,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,0.9232455321366616,"['excel', 'communication']"
FITNESS,0.9231938762912805,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.921625854120705,['excel']
PUBLIC-RELATIONS,0.9207516276389586,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.9197199441522311,"['communication', 'leadership']"
FINANCE,0.9166962437231254,['excel']
CHEF,0.9166838027880024,[]
DESIGNER,0.9145691602658647,"['communication', 'leadership']"
DESIGNER,0.913701529216683,['leadership']
APPAREL,0.9126086266450256,['leadership']
APPAREL,0.9107675330112339,['communication']
BUSINESS-DEVELOPMENT,0.9097076346921121,['leadership']
ACCOUNTANT,0.909348518984373,"['excel', 'data analysis']"
CONSULTANT,0.9093289319203279,[]
FITNESS,0.9089956303291078,"['communication', 'leadership']"
INFORMATION-TECHNOLOGY,0.9088415994362435,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.9087604240442413,"['communication', 'leadership']"
DIGITAL-MEDIA,0.90874071488358,['excel']
FITNESS,0.9086859933288678,"['excel', 'leadership']"
DESIGNER,0.9077170709287741,"['excel', 'communication']"
ENGINEERING,0.90353730440307,"['tableau', 'excel', 'leadership']"
INFORMATION-TECHNOLOGY,0.9025720069785215,"['communication', 'leadership']"
FITNESS,0.9023389456004742,"['excel', 'communication']"
FINANCE,0.9012432898470476,['excel']
ACCOUNTANT,0.8994768179997985,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,0.8989203476632618,"['communication', 'leadership']"
ADVOCATE,0.8987558089189838,"['excel', 'communication', 'leadership']"
HR,0.8986318949930325,['excel']
ACCOUNTANT,0.8984294200657097,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,0.8977259613002775,"['communication', 'leadership']"
AVIATION,0.8963661215689459,[]
HR,0.8952935219344309,"['excel', 'communication']"
CHEF,0.8949569822080619,"['excel', 'communication']"
CONSTRUCTION,0.8949238073503711,['excel']
ENGINEERING,0.892161893808374,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,0.8918068224069646,"['excel', 'communication', 'leadership']"
HEALTHCARE,0.8910196505337316,['communication']
TEACHER,0.8908592501360353,"['excel', 'communication']"
FINANCE,0.8904881218891887,['leadership']
BUSINESS-DEVELOPMENT,0.8902612010306177,"['communication', 'leadership']"
ACCOUNTANT,0.8893321735193672,"['sql', 'excel', 'communication']"
BUSINESS-DEVELOPMENT,0.8881587565416602,['leadership']
APPAREL,0.8881224198656328,"['excel', 'communication']"
PUBLIC-RELATIONS,0.8866453347403616,"['excel', 'leadership', 'data analysis']"
CHEF,0.8863855922287134,"['excel', 'communication', 'leadership']"
DESIGNER,0.8854796940525174,"['excel', 'communication']"
FITNESS,0.8852236110864796,"['excel', 'communication']"
AVIATION,0.8851786108204536,['communication']
CONSTRUCTION,0.8847569462077841,"['excel', 'leadership']"
HEALTHCARE,0.8842807305915622,['leadership']
CONSULTANT,0.8842562347032531,"['excel', 'communication', 'leadership']"
ACCOUNTANT,0.8834802555664539,['excel']
INFORMATION-TECHNOLOGY,0.8833527211786266,"['excel', 'communication']"
CONSULTANT,0.8808032521536632,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.8803363889212908,[]
PUBLIC-RELATIONS,0.8794457054967061,['excel']
ACCOUNTANT,0.8784537888521268,['communication']
FINANCE,0.8772248633984819,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.8767651505478147,['excel']
BUSINESS-DEVELOPMENT,0.8742681831726287,['communication']
FITNESS,0.8736905922077453,['excel']
CHEF,0.8728090863591104,"['excel', 'communication']"
ADVOCATE,0.8715395450216878,"['excel', 'communication', 'leadership']"
FITNESS,0.8712937319395861,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,0.870957198595949,"['excel', 'communication']"
ENGINEERING,0.8697858833037472,"['communication', 'leadership']"
FITNESS,0.8687584550367086,['excel']
APPAREL,0.8682730458838654,"['excel', 'communication', 'data analysis']"
ADVOCATE,0.8675382995022167,"['tableau', 'excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,0.8648191407429691,"['excel', 'communication']"
DESIGNER,0.8630403351432683,"['excel', 'communication']"
DESIGNER,0.8611889638995791,"['excel', 'communication']"
DIGITAL-MEDIA,0.8595977304696335,['communication']
BANKING,0.8587242369907275,['excel']
ACCOUNTANT,0.8554666618228273,['excel']
FINANCE,0.8527522735612284,"['excel', 'communication']"
PUBLIC-RELATIONS,0.8507808610587333,"['excel', 'communication']"
TEACHER,0.8494108666791913,"['excel', 'communication', 'leadership']"
APPAREL,0.8491323725705675,"['excel', 'communication']"
AVIATION,0.8488234795303177,['excel']
ADVOCATE,0.8483572998939636,"['excel', 'leadership']"
APPAREL,0.8476087394701414,"['excel', 'communication']"
BUSINESS-DEVELOPMENT,0.8455354445493316,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.8451717923955891,['leadership']
ADVOCATE,0.8450078299940563,"['excel', 'communication']"
SALES,0.8446171485693097,"['excel', 'communication']"
CONSULTANT,0.8444508407935768,"['java', 'communication']"
HR,0.8416847554502008,"['excel', 'leadership', 'data analysis']"
CONSULTANT,0.8402939803658329,['communication']
ACCOUNTANT,0.8392236875260839,['excel']
APPAREL,0.8380810097876936,"['excel', 'communication', 'leadership']"
FINANCE,0.8359002456688932,[]
CONSTRUCTION,0.8337212372666906,"['excel', 'communication', 'leadership']"
ARTS,0.8337079804543209,"['excel', 'communication', 'leadership']"
BANKING,0.8335225576997708,"['excel', 'communication', 'leadership']"
CHEF,0.8322671125174753,"['excel', 'communication', 'leadership']"
ACCOUNTANT,0.8314213618530615,['excel']
CONSTRUCTION,0.8306452111102216,['communication']
ACCOUNTANT,0.829896517099365,"['excel', 'communication']"
ENGINEERING,0.8295358852142137,[]
CONSULTANT,0.8265131147982376,"['excel', 'communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.8245152972973254,['communication']
BUSINESS-DEVELOPMENT,0.8243797632558721,"['excel', 'communication', 'leadership']"
HEALTHCARE,0.8242342324478402,"['java', 'communication']"
ACCOUNTANT,0.8223289363064965,['excel']
ARTS,0.8194197538537564,['excel']
FITNESS,0.8173935335257201,"['excel', 'leadership']"
HR,0.8171094997868331,['excel']
DIGITAL-MEDIA,0.8170791562798717,"['communication', 'leadership']"
CONSULTANT,0.8155797675615494,"['java', 'sql']"
HR,0.8137740952981636,"['excel', 'communication', 'leadership']"
PUBLIC-RELATIONS,0.8126377348893474,"['excel', 'communication', 'leadership']"
TEACHER,0.8119963226260506,['leadership']
SALES,0.8112504870124836,"['excel', 'communication']"
INFORMATION-TECHNOLOGY,0.8101774382232415,"['communication', 'leadership']"
CONSULTANT,0.8101663161702133,[]
CHEF,0.8091876823928529,[]
ADVOCATE,0.8076193610336467,['excel']
SALES,0.8055234099379952,"['excel', 'communication', 'leadership']"
ACCOUNTANT,0.8043959070954333,"['excel', 'communication']"
PUBLIC-RELATIONS,0.8039924363873172,"['excel', 'communication', 'leadership']"
CONSULTANT,0.8023293000188496,['excel']
BANKING,0.8018572777394093,"['excel', 'communication']"
ACCOUNTANT,0.8002619902142544,['excel']
CONSTRUCTION,0.7997402220885068,"['excel', 'communication']"
FITNESS,0.7959587538946967,['communication']
FINANCE,0.7958303009896688,"['excel', 'communication']"
ADVOCATE,0.7942573208313399,['excel']
DIGITAL-MEDIA,0.7940941481725429,['communication']
SALES,0.7916856322439507,['communication']
INFORMATION-TECHNOLOGY,0.7914155564152938,['java']
PUBLIC-RELATIONS,0.7867702921002503,"['excel', 'communication', 'leadership']"
HEALTHCARE,0.7863288581842672,['communication']
CHEF,0.786325784547981,['excel']
CHEF,0.7843923038679168,[]
AVIATION,0.7842475805749375,"['excel', 'communication', 'leadership']"
FITNESS,0.7838248466287655,['leadership']
HR,0.7837757060977822,['communication']
SALES,0.7766187792699404,"['excel', 'leadership']"
HEALTHCARE,0.7761336496941983,"['communication', 'leadership']"
CONSULTANT,0.7761170844126823,"['excel', 'communication']"
BPO,0.7754265740236321,"['communication', 'leadership']"
CONSULTANT,0.7741013303150968,['communication']
DIGITAL-MEDIA,0.7696349123552146,"['excel', 'data analysis']"
BUSINESS-DEVELOPMENT,0.7690937362308907,"['communication', 'leadership']"
BANKING,0.768396265887142,['leadership']
DIGITAL-MEDIA,0.7683203579960588,"['communication', 'leadership']"
ENGINEERING,0.7670207011743763,"['java', 'react']"
DESIGNER,0.7662616921573306,"['communication', 'leadership']"
BUSINESS-DEVELOPMENT,0.7649546413107935,[]
HEALTHCARE,0.7645624130950756,['excel']
DIGITAL-MEDIA,0.7628242253386247,['excel']
PUBLIC-RELATIONS,0.7623542472451401,"['excel', 'communication', 'leadership']"
ACCOUNTANT,0.7609858877659452,['excel']
BPO,0.7587157742144325,"['leadership', 'data analysis']"
